season,mnth,weekday,workingday,weather_simplified,demand_level,prev_demand,prev_week_demand,temp_level,hum_level,state_id,deploy_mdp
1,1,6,0,1,0,0,0,0,2,0,985
1,1,0,0,1,0,0,0,0,1,1,501
1,1,1,1,0,0,0,0,0,0,2,2992
1,1,2,1,0,0,0,0,0,1,3,3196
1,1,3,1,0,0,0,0,0,0,4,1300
1,1,4,1,0,0,0,0,0,0,5,2989
1,1,5,1,1,0,0,0,0,0,6,1210
1,1,6,0,1,0,0,0,0,0,7,933
1,1,0,0,0,0,0,0,0,0,8,1844
1,1,2,1,1,0,0,0,0,1,9,1648
1,1,3,1,0,0,0,0,0,1,10,862
1,1,5,1,0,0,0,0,0,0,11,1236
1,1,1,0,1,0,0,0,0,0,12,700
1,1,2,1,1,0,0,0,0,2,13,2522
1,1,3,1,1,0,0,0,0,2,14,1850
1,1,4,1,1,0,0,0,0,0,15,1627
1,1,6,0,0,0,0,0,0,0,16,681
1,1,3,1,2,0,0,0,0,2,17,206
1,1,4,1,0,0,0,0,0,1,18,131
1,1,5,1,1,0,0,0,0,2,19,867
1,1,6,0,0,0,0,0,0,1,20,798
1,1,0,0,0,0,0,0,0,2,21,796
1,1,1,1,1,0,0,0,0,1,22,1201
1,2,2,1,1,0,0,0,0,2,23,1060
1,2,3,1,1,0,0,0,0,2,24,1226
1,2,4,1,0,0,0,0,0,0,25,1249
1,2,5,1,1,0,0,0,0,1,26,1408
1,2,6,0,1,0,0,0,0,2,27,705
1,2,0,0,0,0,0,0,0,1,28,2063
1,2,1,1,0,0,0,0,0,2,29,1412
1,2,2,1,0,0,0,0,0,0,30,1500
1,2,3,1,1,0,0,0,0,0,31,1305
1,2,5,1,0,0,0,0,0,0,32,1446
1,2,6,0,0,0,0,0,0,0,33,1644
1,2,0,0,0,0,0,0,0,0,34,1500
1,2,3,1,0,0,0,0,0,0,35,1805
1,2,4,1,0,0,0,0,1,0,36,2175
1,2,5,1,0,0,0,0,1,0,37,2627
1,2,1,0,1,0,0,0,0,1,38,807
1,2,2,1,0,0,0,0,0,1,39,1150
1,2,4,1,1,0,0,0,0,2,40,1507
1,2,5,1,1,0,0,0,0,2,41,1161
1,2,1,1,1,0,0,0,1,2,42,1146
1,3,2,1,0,0,0,0,0,0,43,1818
1,3,3,1,0,0,0,0,0,0,44,1834
1,3,4,1,0,0,0,0,0,0,45,1385
1,3,5,1,1,0,0,0,0,1,46,1675
1,3,6,0,1,0,0,0,0,2,47,1777
1,3,0,0,1,0,0,0,0,2,48,305
1,3,1,1,0,0,0,0,0,0,49,1737
1,3,3,1,1,0,0,0,0,2,50,1876
1,3,6,0,0,0,0,0,0,1,51,1832
1,3,0,0,0,0,0,0,1,0,52,2117
1,3,2,1,1,0,0,0,0,1,53,1756
1,3,4,1,0,0,0,0,1,1,54,2444
1,3,5,1,0,0,0,0,1,0,55,2939
1,3,6,0,0,0,0,0,1,0,56,2817
1,3,0,0,0,0,0,0,0,0,57,2171
2,3,1,1,1,0,0,0,1,2,58,1777
2,3,2,1,0,0,0,0,1,1,59,2403
2,3,3,1,1,0,0,0,0,2,60,1821
2,3,4,1,1,0,0,0,0,2,61,1565
2,3,5,1,0,0,0,0,0,0,62,1910
2,3,6,0,0,0,0,0,0,0,63,2196
2,3,0,0,1,0,0,0,0,0,64,1393
2,3,1,1,0,0,0,0,0,0,65,1728
2,3,2,1,0,0,0,0,0,0,66,2125
2,3,3,1,1,0,0,0,0,1,67,1236
2,3,4,1,2,0,0,0,0,2,68,1385
2,4,5,1,1,0,0,0,0,1,69,1927
2,4,6,0,1,0,0,0,0,1,70,1952
2,4,0,0,0,0,0,0,0,0,71,2949
2,4,3,1,0,0,0,0,1,0,72,2508
2,4,4,1,0,0,0,0,1,1,73,2841
2,4,5,1,1,0,0,0,0,2,74,1171
2,4,6,0,1,0,0,0,0,2,75,2155
2,4,0,0,1,0,0,0,1,2,76,2595
2,4,1,1,1,0,0,0,1,2,77,3048
2,4,2,1,1,0,0,0,1,2,78,1734
2,4,3,1,1,0,0,0,1,2,79,1862
2,4,4,1,0,0,0,0,1,0,80,2967
2,4,5,0,0,0,0,0,1,1,81,2826
2,4,6,0,2,0,0,0,1,2,82,495
2,4,0,0,0,0,0,0,1,0,83,3444
2,4,1,1,0,0,0,0,1,0,84,3129
2,4,2,1,1,0,0,0,1,1,85,2904
2,4,3,1,0,1,0,0,1,1,86,3644
2,4,4,1,0,1,1,0,1,0,87,3889
2,4,5,1,1,0,1,0,0,2,88,1383
2,4,6,0,1,1,0,0,1,2,89,3736
2,4,0,0,1,1,1,0,1,2,90,3891
2,4,1,1,0,1,1,0,1,2,91,3773
2,4,2,1,0,1,1,0,2,2,92,4100
2,4,3,1,1,1,1,1,2,2,93,3572
2,4,4,1,1,1,1,1,2,2,94,3758
2,4,5,1,0,1,1,0,1,0,95,4295
2,4,6,0,0,1,1,1,1,0,96,5012
2,5,0,0,1,0,1,1,1,2,97,3051
2,5,1,1,1,1,0,1,1,2,98,4101
2,5,2,1,1,1,1,1,2,2,99,4189
2,5,3,1,1,0,1,1,1,2,100,2333
2,5,4,1,0,1,0,1,1,0,101,4133
2,5,5,1,0,1,1,1,1,1,102,4308
2,5,6,0,0,1,1,1,1,0,103,4414
2,5,0,0,0,1,1,0,1,1,104,4033
2,5,1,1,0,1,1,1,1,1,105,4062
2,5,2,1,0,1,1,1,1,0,106,4503
2,5,3,1,0,1,1,0,1,1,107,3882
2,5,4,1,0,1,1,1,1,2,108,4564
2,5,5,1,1,1,1,1,1,2,109,3805
2,5,6,0,1,0,1,1,1,2,110,3109
2,5,0,0,1,1,0,1,1,2,111,4253
2,5,1,1,0,1,1,1,1,2,112,3658
2,5,2,1,1,1,1,1,1,2,113,3823
2,5,3,1,1,1,1,1,1,2,114,3555
2,5,4,1,1,1,1,1,1,2,115,4275
2,5,5,1,0,1,1,1,1,2,116,4617
2,5,6,0,0,2,1,0,1,1,117,5505
2,5,0,0,0,1,2,1,1,2,118,4360
2,5,1,1,1,1,1,1,2,2,119,3974
2,5,3,1,0,1,1,1,2,1,120,4678
2,5,4,1,0,1,1,1,2,1,121,4377
2,5,5,1,0,1,1,1,2,1,122,4379
2,5,6,0,0,1,1,2,2,2,123,4458
2,5,0,0,0,1,1,1,2,2,124,4488
2,5,1,0,0,1,1,1,2,1,125,3798
2,5,2,1,0,1,1,1,2,1,126,3682
2,6,3,1,1,1,1,1,2,1,127,3674
2,6,4,1,0,1,1,1,2,0,128,4668
2,6,5,1,0,1,1,1,2,0,129,5012
2,6,6,0,0,2,1,1,2,0,130,5042
2,6,0,0,1,1,2,1,2,1,131,4606
2,6,1,1,0,1,1,1,2,1,132,4248
2,6,2,1,0,1,1,1,2,1,133,4533
2,6,3,1,0,1,1,1,2,1,134,4101
2,6,4,1,1,1,1,1,2,1,135,3607
2,6,5,1,0,1,1,1,2,1,136,4286
2,6,6,0,0,1,1,2,2,1,137,4666
2,6,0,0,0,1,1,1,2,2,138,4160
2,6,1,1,0,1,1,1,2,0,139,4720
2,6,2,1,0,1,1,1,1,0,140,4591
2,6,3,1,0,1,1,1,2,0,141,4880
2,6,5,1,0,1,1,1,2,2,142,4544
2,6,6,0,0,1,1,1,2,1,143,4819
2,6,0,0,1,1,1,1,2,1,144,4444
2,6,1,1,1,1,1,1,2,2,145,3710
3,6,2,1,1,1,1,1,2,2,146,4535
3,6,3,1,0,1,1,1,2,2,147,4207
3,6,4,1,1,1,1,1,2,2,148,4490
3,6,5,1,0,1,1,1,2,1,149,4691
3,6,6,0,0,1,1,1,2,0,150,4902
3,6,0,0,0,1,1,1,2,0,151,5005
3,6,1,1,1,1,1,1,2,1,152,4408
3,6,2,1,0,1,1,1,2,1,153,4348
3,6,3,1,0,1,1,1,2,0,154,4925
3,6,4,1,0,2,1,1,2,0,155,5215
3,7,5,1,0,2,2,1,2,0,156,5062
3,7,6,0,0,1,2,1,2,0,157,4819
3,7,0,0,1,1,1,1,2,1,158,4349
3,7,1,0,1,2,1,1,2,1,159,5743
3,7,2,1,0,1,2,1,2,1,160,4365
3,7,3,1,0,1,1,1,2,2,161,4314
3,7,4,1,0,1,1,2,2,1,162,4292
3,7,5,1,1,1,1,2,2,2,163,3740
3,7,6,0,0,2,1,1,2,1,164,5036
3,7,0,0,0,1,2,1,2,1,165,4980
3,7,1,1,0,1,1,2,2,1,166,3786
3,7,2,1,0,1,1,1,2,0,167,4273
3,7,3,1,0,1,1,1,2,1,168,4042
3,7,4,1,0,1,1,1,2,0,169,4784
3,7,5,1,0,2,1,1,2,1,170,5238
3,7,6,0,0,2,2,2,2,1,171,5623
3,7,1,1,0,1,1,1,2,1,172,4158
3,7,2,1,0,1,1,1,2,1,173,4241
3,7,4,1,1,1,1,1,2,1,174,3484
3,7,5,1,0,0,1,2,2,1,175,3087
3,7,6,0,0,0,0,2,2,0,176,2985
3,7,0,0,0,0,0,1,2,0,177,3306
3,7,1,1,0,1,0,1,2,2,178,3540
3,7,3,1,0,1,1,1,2,0,179,4356
3,7,4,1,0,1,1,1,2,1,180,4090
3,7,5,1,0,1,1,0,2,0,181,3546
3,7,6,0,0,1,1,0,2,0,182,4175
3,7,0,0,0,1,1,0,2,0,183,4002
3,8,1,1,0,1,1,1,2,0,184,4445
3,8,2,1,0,1,1,1,2,0,185,4545
3,8,3,1,1,0,1,1,2,1,186,3274
3,8,4,1,1,1,0,1,2,2,187,4276
3,8,5,1,0,1,1,1,2,1,188,4566
3,8,6,0,1,1,1,1,2,2,189,3986
3,8,0,0,0,1,1,1,2,2,190,3568
3,8,1,1,0,1,1,1,2,1,191,4026
3,8,2,1,0,1,1,1,2,1,192,4418
3,8,3,1,0,1,1,0,2,0,193,4480
3,8,4,1,0,1,1,1,2,0,194,4492
3,8,5,1,0,1,1,1,2,0,195,4605
3,8,0,0,1,1,1,1,2,2,196,3520
3,8,1,1,0,1,1,1,2,2,197,4038
3,8,3,1,0,1,1,1,2,1,198,4739
3,8,4,1,0,1,1,1,2,1,199,3505
3,8,5,1,1,1,1,1,2,2,200,3853
3,8,6,0,0,1,1,1,2,1,201,4891
3,8,2,1,0,2,1,1,2,0,202,5595
3,8,3,1,0,1,2,1,2,1,203,4830
3,8,4,1,1,0,1,1,2,2,204,3242
3,8,5,1,0,1,0,1,2,2,205,4361
3,8,6,0,1,0,1,1,2,2,206,815
3,8,0,0,0,1,0,1,2,0,207,4034
3,8,2,1,0,1,1,2,2,0,208,4904
3,9,4,1,0,1,1,0,2,1,209,4815
3,9,5,1,1,1,1,1,2,2,210,4427
3,9,6,0,0,1,1,0,2,2,211,4184
3,9,0,0,0,1,1,1,2,2,212,4640
3,9,1,0,1,0,1,1,2,2,213,3051
3,9,2,1,2,0,0,1,1,2,214,2410
3,9,3,1,2,0,0,1,1,2,215,1696
3,9,4,1,2,0,0,1,2,2,216,1542
3,9,5,1,1,0,0,1,2,2,217,3244
3,9,6,0,0,2,0,1,2,2,218,5045
3,9,0,0,0,1,2,1,2,2,219,4746
3,9,1,1,0,1,1,0,2,1,220,4413
3,9,2,1,0,1,1,0,2,2,221,4463
3,9,3,1,0,1,1,0,2,2,222,4485
3,9,4,1,1,0,1,0,1,2,223,3359
3,9,5,1,1,1,0,0,1,1,224,4460
3,9,6,0,1,1,1,2,1,2,225,4211
3,9,0,0,0,1,1,1,1,1,226,3974
3,9,1,1,1,1,1,1,1,1,227,4239
3,9,2,1,1,0,1,1,1,2,228,3341
3,9,3,1,1,1,0,1,1,2,229,4052
3,9,4,1,1,1,1,0,2,2,230,4495
4,9,5,1,1,0,1,1,1,2,231,2095
4,9,6,0,1,2,0,1,1,2,232,5123
4,9,0,0,1,1,2,1,2,2,233,4710
4,9,1,1,1,1,1,1,2,2,234,4330
4,9,2,1,1,1,1,0,2,2,235,3820
4,9,3,1,1,1,1,1,2,2,236,3607
4,9,4,1,0,1,1,1,2,2,237,4539
4,9,5,1,0,1,1,0,1,1,238,4902
4,10,6,0,1,0,1,2,1,2,239,2129
4,10,0,0,1,0,0,1,0,2,240,2618
4,10,1,1,1,0,0,1,0,2,241,3270
4,10,2,1,0,1,0,1,1,2,242,4156
4,10,3,1,0,1,1,1,1,1,243,4526
4,10,4,1,0,1,1,1,1,1,244,4465
4,10,5,1,0,1,1,1,1,1,245,4685
4,10,6,0,0,2,1,0,1,2,246,5109
4,10,0,0,0,2,2,0,1,2,247,5211
4,10,1,0,0,1,2,0,1,2,248,4817
4,10,2,1,1,1,1,1,1,2,249,4438
4,10,3,1,2,0,1,1,1,2,250,2116
4,10,4,1,1,0,0,1,1,2,251,2613
4,10,5,1,1,0,0,1,1,2,252,3344
4,10,6,0,0,1,0,2,1,0,253,4917
4,10,0,0,0,1,1,2,1,0,254,4741
4,10,1,1,0,1,1,1,1,1,255,4270
4,10,3,1,2,0,1,0,1,2,256,2124
4,10,5,1,0,1,0,0,1,1,257,4004
4,10,6,0,0,1,1,0,1,1,258,4008
4,10,0,0,0,1,1,1,1,2,259,4081
4,10,1,1,0,1,1,1,1,2,260,3887
4,10,2,1,0,1,1,1,1,1,261,4387
4,10,3,1,1,1,1,1,1,2,262,3594
4,10,4,1,1,0,1,0,1,2,263,2359
4,10,5,1,1,0,0,1,0,1,264,3447
4,10,6,0,2,0,0,1,0,2,265,327
4,10,0,0,0,0,0,1,0,1,266,3031
4,10,1,1,0,0,0,1,0,2,267,3369
4,11,2,1,0,1,0,1,1,1,268,3768
4,11,3,1,0,1,1,1,0,2,269,3886
4,11,4,1,0,1,1,0,1,2,270,3674
4,11,5,1,1,1,1,0,1,1,271,3746
4,11,6,0,0,1,1,0,0,0,272,3626
4,11,0,0,0,0,1,0,0,2,273,3349
4,11,1,1,0,1,0,0,1,2,274,3726
4,11,2,1,0,1,1,1,1,2,275,3905
4,11,3,1,0,1,1,1,1,2,276,3809
4,11,4,1,1,0,1,1,0,2,277,2633
4,11,5,0,0,0,0,1,0,0,278,3068
4,11,6,0,0,1,0,1,0,0,279,3767
4,11,0,0,0,0,1,0,1,0,280,3417
4,11,1,1,0,1,0,1,1,1,281,4186
4,11,2,1,1,1,1,1,1,1,282,3895
4,11,3,1,2,0,1,1,1,2,283,1517
4,11,4,1,1,0,0,0,0,1,284,2753
4,11,5,1,0,0,0,0,0,0,285,3092
4,11,6,0,0,0,0,1,0,0,286,3363
4,11,0,0,1,0,0,0,1,1,287,3220
4,11,1,1,2,0,0,1,1,2,288,2465
4,11,2,1,2,0,0,1,1,2,289,1307
4,11,3,1,1,0,0,0,1,2,290,2266
4,11,4,0,0,0,0,0,0,0,291,1195
4,11,5,1,0,0,0,0,0,1,292,2492
4,11,6,0,0,0,0,0,0,1,293,2768
4,11,0,0,0,0,0,0,1,2,294,2771
4,11,2,1,1,0,1,0,1,2,295,2614
4,11,3,1,0,0,0,0,0,1,296,3313
4,12,4,1,0,0,0,0,0,0,297,3427
4,12,5,1,0,1,0,0,0,1,298,3640
4,12,6,0,0,0,1,0,0,1,299,3314
4,12,0,0,0,0,0,0,0,2,300,3185
4,12,1,1,1,1,0,1,1,2,301,3511
4,12,2,1,2,0,1,0,1,2,302,2294
4,12,3,1,2,0,0,0,1,2,303,405
4,12,4,1,0,0,0,0,0,1,304,3022
4,12,5,1,0,0,0,1,0,1,305,3320
4,12,6,0,0,0,0,0,0,0,306,2890
4,12,0,0,0,0,0,0,0,0,307,2443
4,12,1,1,0,0,0,1,0,1,308,3010
4,12,2,1,0,0,0,0,0,1,309,3223
4,12,3,1,1,0,0,0,0,1,310,3440
4,12,4,1,1,0,0,0,1,1,311,3409
4,12,5,1,1,0,0,0,0,0,312,3277
4,12,6,0,1,0,0,0,0,0,313,2439
4,12,0,0,0,0,0,0,0,1,314,2131
4,12,1,1,0,0,0,0,0,1,315,3103
4,12,2,1,1,0,0,0,1,1,316,3450
1,12,3,1,1,0,0,0,1,2,317,2360
1,12,4,1,1,0,0,0,1,2,318,2768
1,12,5,1,0,0,0,0,0,1,319,2659
